Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
Jan,1,Monday,Toyota,Urban,Wednesday,Jan,3,Female,Married,33,Policy Holder,Sport,20430,0,7,400,3,59,37,4,7,35,No,No,External,0,-1,1,1995,Liability
Dec,3,Thursday,Mazda,Rural,Saturday,Dec,3,Male,Married,59,Third Party,Sedan,20314,0,7,400,1,51,51,1,10,55,No,No,External,1,-1,1,1995,Collision
Sep,4,Saturday,Chevrolet,Urban,Monday,Sep,4,Male,Married,48,Policy Holder,Sedan,72024,1,9,400,4,40,50,0,12,41,No,No,External,0,-1,1,1995,All Perils
Nov,1,Sunday,Mazda,Urban,Monday,Nov,2,Male,Married,31,Policy Holder,Sedan,22017,0,5,400,1,44,37,0,6,33,No,No,External,0,-1,1,1995,Collision
Oct,4,Saturday,Toyota,Urban,Monday,Oct,4,Male,Single,31,Policy Holder,Sedan,17426,0,16,400,4,43,40,0,7,33,No,No,External,0,-1,1,1995,All Perils
Oct,4,Friday,Honda,Urban,Tuesday,Oct,4,Female,Married,55,Policy Holder,Sedan,26619,0,16,400,4,48,41,1,5,47,No,No,External,2,-1,1,1995,Collision
Oct,2,Monday,Toyota,Urban,Tuesday,Oct,2,Female,Married,53,Policy Holder,Sedan,21783,0,6,500,4,32,53,1,6,47,No,No,External,0,3,1,1995,Collision
Oct,2,Tuesday,Honda,Urban,Monday,Oct,3,Male,Married,26,Third Party,Sedan,32336,0,12,400,2,41,42,0,6,32,No,No,External,1,-1,1,1995,Collision
Sep,4,Wednesday,Toyota,Rural,Monday,Oct,1,Male,Married,26,Policy Holder,Sedan,24803,0,12,400,4,57,48,0,5,31,No,No,External,8,-1,1,1995,Collision
Sep,4,Sunday,Pontiac,Urban,Tuesday,Oct,1,Female,Married,55,Third Party,Sedan,10470,0,4,400,3,46,32,0,7,42,No,No,External,7,-1,1,1995,All Perils
Jun,2,Sunday,Chevrolet,Rural,Wednesday,Jun,4,Male,Married,52,Policy Holder,Sedan,34618,0,9,700,1,60,46,1,13,45,No,No,External,9,-1,1,1995,Collision
Sep,4,Sunday,Honda,Urban,Monday,Oct,1,Male,Single,22,Third Party,Sedan,15079,0,5,400,4,56,33,1,5,29,No,No,External,0,-1,1,1995,All Perils
Apr,5,Thursday,Pontiac,Urban,Monday,May,1,Male,Married,65,Third Party,Sport,28342,0,14,400,2,58,32,0,9,55,No,No,External,8,4,2,1995,Liability
Apr,4,Wednesday,Mazda,Urban,Tuesday,May,2,Male,Married,57,Third Party,Sedan,25128,0,8,400,2,35,41,0,12,64,No,No,External,1,-1,1,1995,Collision
May,1,Tuesday,Toyota,Urban,Wednesday,May,1,Female,Single,35,Policy Holder,Sport,22626,0,13,400,2,38,50,7,6,34,No,No,External,0,-1,1,1995,Liability
Jun,1,Wednesday,Pontiac,Urban,Tuesday,Oct,2,Male,Married,30,Policy Holder,Sport,26147,0,15,400,1,43,55,3,7,31,No,No,External,0,-1,1,1995,Liability
Oct,2,Sunday,Mazda,Urban,Wednesday,Oct,2,Male,Married,43,Policy Holder,Sport,86021,0,2,400,4,58,48,3,7,36,No,No,External,8,-1,1,1995,Collision
May,4,Monday,Pontiac,Urban,Monday,May,5,Male,Married,46,Policy Holder,Sport,36558,0,9,400,1,36,48,2,12,47,No,No,External,0,-1,1,1995,Liability
Apr,1,Monday,Chevrolet,Urban,Wednesday,Sep,4,Male,Married,48,Policy Holder,Utility,77169,0,6,400,4,49,56,0,15,50,No,No,External,0,-1,3,1995,All Perils
Dec,5,Thursday,Pontiac,Urban,Thursday,Dec,5,Male,Single,40,Policy Holder,Sport,28535,0,6,400,2,58,37,2,6,39,No,No,External,3,1,1,1995,Liability
Oct,1,Monday,Toyota,Urban,Tuesday,Oct,1,Female,Married,52,Policy Holder,Sport,38480,0,15,400,3,43,48,8,7,48,No,No,External,0,-1,1,1995,Liability
Sep,4,Monday,Pontiac,Urban,Wednesday,Sep,4,Male,Married,27,Third Party,Sedan,20540,0,10,400,3,59,33,0,7,32,No,No,External,0,-1,1,1995,Collision
Jan,4,Monday,Honda,Urban,Monday,Jan,4,Female,Single,72,Policy Holder,Sedan,25346,0,11,400,2,36,34,4,7,80,No,No,External,10,-1,1,1995,Collision
Jan,4,Sunday,Mazda,Urban,Tuesday,Jan,4,Male,Married,40,Third Party,Sport,36306,0,13,400,3,57,50,4,7,40,No,No,External,0,-1,1,1995,Liability
Jun,2,Thursday,Mazda,Urban,Friday,Jun,2,Male,Single,45,Policy Holder,Sport,24400,0,16,400,4,37,48,3,7,39,No,No,External,0,-1,1,1995,Liability
Apr,3,Monday,Honda,Urban,Thursday,Apr,4,Male,Single,0,Policy Holder,Sport,82231,0,16,400,1,35,58,4,0,17,No,No,External,0,-1,1,1995,Liability
Jan,2,Wednesday,Toyota,Urban,Friday,Jan,2,Male,Married,57,Policy Holder,Sedan,24939,0,11,400,3,37,41,6,11,51,No,No,External,5,-1,1,1995,All Perils
Jan,2,Tuesday,Accura,Urban,Thursday,Jan,2,Male,Married,49,Policy Holder,Sedan,27719,0,7,400,1,49,57,2,9,49,No,No,External,1,-1,1,1995,Collision
Sep,4,Monday,Chevrolet,Urban,Monday,Oct,1,Male,Married,35,Policy Holder,Sedan,21477,0,8,400,4,46,40,1,6,31,No,No,External,0,-1,1,1995,All Perils
Nov,4,Tuesday,Chevrolet,Urban,Friday,Nov,4,Female,Married,36,Policy Holder,Sport,25788,0,14,400,4,49,46,3,7,40,No,No,External,8,-1,1,1995,Liability
May,5,Tuesday,Dodge,Urban,Wednesday,May,5,Female,Single,31,Third Party,Sedan,23521,0,9,400,1,48,51,2,5,31,No,No,External,1,-1,1,1995,All Perils
Mar,5,Monday,Toyota,Rural,Tuesday,Jun,3,Male,Single,18,Policy Holder,Sedan,25836,0,12,400,4,36,39,1,2,22,No,No,External,4,-1,1,1995,All Perils
Jun,2,Saturday,Honda,Urban,Wednesday,Jun,3,Male,Married,43,Policy Holder,Sport,23578,0,9,400,3,42,42,2,7,37,No,No,External,0,-1,1,1995,Liability
Jun,5,Thursday,Saab,Urban,Friday,Jul,1,Male,Single,33,Policy Holder,Sedan,21651,0,3,400,1,35,44,1,6,32,No,No,External,0,5,2,1995,Collision
Jun,4,Tuesday,Saab,Urban,Monday,Jun,4,Male,Single,29,Policy Holder,Sedan,36907,0,3,400,4,42,51,1,6,31,No,No,External,2,-1,1,1995,All Perils
Oct,1,Sunday,Honda,Urban,Monday,Oct,1,Male,Single,41,Policy Holder,Sedan,25157,0,7,400,1,43,59,4,7,39,No,No,External,6,-1,1,1995,Collision
Oct,4,Tuesday,Mazda,Urban,Tuesday,Nov,2,Male,Married,56,Third Party,Sedan,35405,0,10,400,2,33,54,0,12,53,No,No,External,0,-1,1,1995,All Perils
Sep,4,Sunday,Pontiac,Urban,Wednesday,Sep,5,Male,Married,29,Policy Holder,Sedan,96352,1,2,400,4,38,33,0,6,34,No,No,External,8,-1,1,1995,All Perils
Dec,4,Thursday,Toyota,Urban,Wednesday,Dec,5,Male,Single,18,Policy Holder,Sedan,15006,0,2,400,4,55,49,0,2,23,No,No,External,6,-1,1,1995,All Perils
Dec,2,Monday,Mazda,Urban,Monday,Jan,3,Male,Married,28,Policy Holder,Sport,34844,0,10,400,4,31,52,4,5,31,No,No,External,6,-1,1,1995,Liability
Dec,2,Saturday,Chevrolet,Urban,Tuesday,Dec,2,Male,Married,55,Third Party,Sedan,15648,0,6,400,1,37,59,0,7,45,No,No,External,0,-1,1,1995,Collision
Dec,4,Saturday,Mazda,Urban,Tuesday,Dec,4,Male,Married,56,Third Party,Sport,34546,0,2,700,1,41,40,1,7,52,No,No,External,0,-1,1,1995,Liability
Jul,1,Saturday,Pontiac,Urban,Monday,Jul,1,Male,Married,43,Policy Holder,Sport,70151,0,6,400,4,53,59,3,7,37,No,No,External,6,-1,1,1995,Liability
Sep,4,Monday,Honda,Urban,Thursday,Oct,1,Male,Single,30,Policy Holder,Sedan,6734,1,3,400,1,37,43,0,6,35,No,No,External,0,-1,1,1995,All Perils
Jul,4,Wednesday,Mazda,Urban,Friday,Jul,5,Male,Married,48,Policy Holder,Sedan,23828,0,1,400,4,60,42,3,8,48,No,No,External,7,-1,1,1995,All Perils
Jul,1,Wednesday,Mazda,Urban,Monday,Jul,2,Male,Married,56,Policy Holder,Sport,16520,0,15,400,2,35,45,3,10,55,No,No,External,2,-1,1,1995,Liability
Nov,2,Friday,Toyota,Rural,Thursday,Nov,3,Male,Single,30,Policy Holder,Sedan,26108,0,5,400,3,40,36,0,7,33,No,No,External,5,-1,1,1995,Collision
Dec,4,Friday,Accura,Urban,Friday,Dec,5,Female,Single,37,Policy Holder,Sedan,98350,0,14,400,2,47,32,9,15,36,Yes,No,External,1,-1,1,1995,Collision
Dec,2,Saturday,Chevrolet,Urban,Tuesday,Dec,2,Male,Married,48,Policy Holder,Sport,26972,0,14,400,3,57,55,0,11,46,No,No,External,0,-1,1,1995,Liability
Mar,4,Friday,Pontiac,Urban,Wednesday,Mar,5,Male,Married,57,Third Party,Sport,30335,0,16,400,3,39,44,0,8,59,No,No,External,4,-1,1,1995,Liability
Nov,2,Friday,Toyota,Urban,Thursday,Nov,4,Female,Married,47,Policy Holder,Sedan,21927,0,9,400,2,44,60,0,7,50,No,No,External,0,-1,1,1995,All Perils
Oct,1,Monday,Toyota,Urban,Tuesday,Oct,4,Male,Married,36,Policy Holder,Sedan,24086,0,6,400,1,49,34,0,7,40,No,No,External,1,-1,1,1995,All Perils
Oct,1,Monday,Toyota,Urban,Tuesday,Oct,1,Male,Married,55,Policy Holder,Sport,27250,0,16,400,4,53,34,4,11,42,No,No,External,0,-1,1,1995,Liability
Aug,3,Tuesday,Toyota,Urban,Wednesday,Aug,3,Male,Married,31,Third Party,Sport,25749,0,9,400,3,43,51,1,6,33,No,No,External,3,-1,1,1995,Liability
Aug,3,Wednesday,Toyota,Urban,Wednesday,Aug,3,Male,Married,55,Policy Holder,Sedan,21603,0,9,400,3,43,45,4,6,45,No,No,External,1,4,2,1995,Collision
May,2,Monday,Accura,Urban,Friday,Dec,1,Male,Single,28,Policy Holder,Sedan,26498,0,9,400,4,51,40,1,6,32,No,No,External,0,-1,1,1995,All Perils
Sep,4,Monday,Ford,Urban,Tuesday,Sep,4,Male,Married,63,Policy Holder,Sedan,89448,1,11,400,2,45,44,2,10,62,No,No,External,0,-1,1,1995,All Perils
Jan,2,Friday,Toyota,Urban,Friday,Jan,3,Male,Married,34,Policy Holder,Sport,23766,0,5,500,4,48,60,4,6,35,No,No,External,7,2,1,1995,Liability
Jul,4,Saturday,Toyota,Urban,Monday,Aug,4,Male,Married,52,Policy Holder,Sedan,23441,0,13,400,3,31,31,0,14,46,No,No,External,0,-1,1,1995,Collision
Aug,1,Saturday,Pontiac,Urban,Tuesday,Aug,2,Male,Married,38,Policy Holder,Sedan,33822,0,7,400,1,33,60,0,7,40,No,No,External,4,-1,3,1995,All Perils
Aug,2,Monday,Honda,Urban,Friday,Aug,2,Male,Single,58,Policy Holder,Sedan,14493,0,4,400,1,45,56,2,8,52,No,No,External,7,-1,1,1995,All Perils
May,4,Wednesday,Chevrolet,Urban,Thursday,May,4,Male,Married,38,Third Party,Sedan,79386,0,4,400,3,33,39,5,15,36,No,No,External,8,-1,1,1995,Collision
May,4,Wednesday,Pontiac,Urban,Thursday,May,4,Male,Married,38,Third Party,Sedan,20417,0,12,400,4,49,60,4,7,38,No,No,External,7,-1,1,1995,Collision
Oct,3,Wednesday,Toyota,Urban,Thursday,Oct,3,Male,Married,44,Policy Holder,Sport,26438,0,3,400,2,47,49,9,6,37,No,No,External,7,-1,1,1995,Liability
Mar,2,Thursday,Mazda,Urban,Tuesday,Mar,3,Male,Single,35,Third Party,Sport,75245,0,4,400,2,56,34,1,6,32,No,No,External,0,-1,1,1995,Collision
Nov,3,Friday,Pontiac,Urban,Monday,Nov,3,Male,Married,39,Policy Holder,Sedan,24574,0,6,400,2,55,54,3,7,38,No,No,External,1,-1,1,1995,Collision
Aug,4,Sunday,Saturn,Urban,Friday,Aug,4,Male,Married,36,Policy Holder,Sedan,26296,0,3,400,3,45,45,1,5,36,No,No,External,0,-1,1,1995,All Perils
Oct,1,Thursday,Accura,Urban,Monday,Oct,2,Male,Married,48,Policy Holder,Utility,71217,0,6,400,1,51,42,1,11,41,No,No,External,0,-1,1,1995,All Perils
Oct,1,Friday,Honda,Urban,Friday,Oct,1,Male,Married,40,Policy Holder,Sport,34498,0,11,400,4,56,40,5,7,37,No,No,External,0,-1,1,1995,Liability
May,1,Wednesday,Honda,Urban,Wednesday,May,1,Male,Married,29,Policy Holder,Sport,22466,0,16,400,1,40,47,9,6,34,No,No,External,2,-1,1,1995,Liability
May,3,Tuesday,Pontiac,Rural,Tuesday,May,3,Male,Married,44,Third Party,Sedan,20773,0,5,400,4,50,38,0,7,39,No,No,External,7,-1,1,1995,Collision
Jul,1,Monday,Ford,Urban,Monday,Oct,1,Male,Married,46,Policy Holder,Utility,31930,0,16,400,4,48,38,1,14,46,No,No,External,0,-1,1,1995,All Perils
Sep,1,Monday,Pontiac,Urban,Tuesday,Sep,4,Male,Married,37,Policy Holder,Sport,38940,0,2,700,4,32,51,6,12,38,No,No,External,3,-1,1,1995,Liability
Sep,1,Tuesday,Ford,Rural,Wednesday,Sep,2,Male,Single,31,Third Party,Sedan,46202,0,12,400,4,59,37,0,6,31,No,No,External,3,-1,1,1995,All Perils
Oct,1,Wednesday,Mazda,Urban,Thursday,Oct,2,Male,Married,33,Third Party,Sport,90674,0,12,400,4,32,59,0,7,35,No,No,External,0,-1,1,1995,Collision
Jan,3,Wednesday,Mazda,Urban,Wednesday,Jan,3,Male,Married,46,Policy Holder,Sedan,27269,0,2,400,3,55,38,0,12,42,No,No,External,6,4,2,1995,Collision
Jan,4,Saturday,Chevrolet,Urban,Monday,Jan,4,Female,Single,53,Third Party,Sport,30978,0,2,400,2,35,39,2,10,50,No,No,External,0,-1,1,1995,Liability
May,4,Monday,Chevrolet,Urban,Tuesday,May,4,Male,Married,44,Third Party,Sedan,21031,0,1,400,4,37,55,0,7,38,Yes,No,External,0,-1,1,1995,Collision
May,4,Thursday,Pontiac,Urban,Thursday,May,4,Female,Married,48,Policy Holder,Sedan,73408,0,2,400,3,48,54,0,8,44,No,No,External,3,-1,1,1995,Collision
May,4,Thursday,Mazda,Urban,Wednesday,May,5,Male,Married,48,Policy Holder,Utility,69650,0,8,400,1,39,47,2,7,42,No,No,External,2,-1,1,1995,All Perils
May,5,Tuesday,Pontiac,Urban,Tuesday,May,5,Female,Married,37,Policy Holder,Sport,22736,0,2,400,4,46,39,3,7,38,No,No,External,2,-1,1,1995,Liability
Jul,2,Saturday,Pontiac,Urban,Tuesday,Jul,2,Female,Single,31,Policy Holder,Sport,25330,0,11,400,2,33,54,0,5,34,No,No,External,1,-1,1,1995,Liability
Sep,1,Monday,Toyota,Urban,Tuesday,Sep,1,Male,Single,26,Policy Holder,Sedan,24670,0,2,400,4,46,57,8,7,32,No,No,External,1,-1,1,1995,Collision
Sep,5,Thursday,Honda,Urban,Tuesday,Oct,1,Female,Single,43,Policy Holder,Sport,73035,0,14,400,3,32,32,4,0,40,No,No,External,0,-1,1,1995,Liability
Sep,4,Tuesday,Mazda,Urban,Monday,Oct,1,Male,Married,54,Third Party,Sedan,21911,0,14,400,1,42,40,0,12,48,No,No,External,5,-1,1,1995,All Perils
Sep,4,Tuesday,Mazda,Urban,Wednesday,Sep,5,Male,Single,33,Third Party,Sedan,25016,0,14,400,1,60,53,1,6,35,No,No,External,1,-1,1,1995,All Perils
Oct,3,Saturday,Toyota,Urban,Monday,Oct,3,Male,Married,29,Policy Holder,Sedan,27302,0,4,400,3,44,59,3,7,31,No,No,External,7,-1,1,1995,Collision
Oct,1,Tuesday,Chevrolet,Urban,Thursday,Oct,3,Male,Married,59,Policy Holder,Sport,44714,0,7,400,1,39,44,9,9,61,No,No,External,0,-1,1,1995,Liability
Sep,5,Thursday,Toyota,Urban,Tuesday,Oct,2,Male,Married,54,Policy Holder,Sport,37247,0,16,400,4,56,57,4,7,45,No,No,External,0,-1,1,1995,Liability
Sep,4,Wednesday,Toyota,Urban,Tuesday,Oct,1,Male,Married,44,Policy Holder,Sedan,24900,0,9,400,4,38,54,0,5,37,No,No,External,0,-1,1,1995,All Perils
Sep,4,Tuesday,Pontiac,Urban,Thursday,Sep,5,Male,Married,46,Policy Holder,Sedan,25221,1,5,400,4,58,45,3,14,42,No,No,External,9,-1,1,1995,Collision
Jun,2,Friday,Honda,Urban,Monday,Jun,2,Male,Married,64,Policy Holder,Sport,87639,0,12,400,3,37,53,0,14,53,No,No,External,1,-1,1,1995,Liability
Jun,2,Wednesday,Mazda,Urban,Wednesday,Jun,2,Female,Married,43,Policy Holder,Sedan,21445,0,4,400,4,46,54,2,3,36,No,No,External,1,-1,1,1995,Collision
Jun,1,Monday,Pontiac,Urban,Thursday,Jun,2,Male,Married,26,Policy Holder,Sedan,35959,0,12,400,1,49,43,1,7,32,No,No,External,7,-1,1,1995,Collision
May,5,Monday,Accura,Urban,Monday,Jun,2,Male,Single,33,Third Party,Sport,37282,0,2,400,1,39,53,5,7,35,Yes,No,External,7,-1,1,1995,Liability
May,3,Saturday,Chevrolet,Urban,Monday,May,4,Male,Single,52,Third Party,Sport,37392,0,5,400,3,56,32,3,9,43,No,No,External,10,-1,1,1995,Liability
Jan,4,Wednesday,Pontiac,Urban,Thursday,Jan,4,Male,Single,26,Policy Holder,Sport,25669,0,11,400,3,53,48,0,6,33,No,No,External,0,6,2,1995,Liability
Jan,3,Friday,Mazda,Urban,Tuesday,Jan,5,Female,Single,37,Third Party,Sedan,77865,0,3,400,3,32,38,2,7,36,Yes,No,External,0,-1,1,1995,All Perils
Sep,4,Tuesday,Honda,Urban,Wednesday,Sep,5,Female,Married,62,Policy Holder,Sedan,25798,1,3,400,3,50,56,10,11,63,No,No,External,2,-1,1,1995,All Perils
Dec,3,Sunday,Toyota,Urban,Friday,Dec,4,Male,Married,27,Policy Holder,Sport,21347,0,1,400,3,48,39,10,6,31,No,No,External,10,-1,1,1995,Liability
Oct,5,Monday,Mazda,Urban,Thursday,Nov,1,Female,Married,55,Third Party,Sedan,26837,0,10,400,1,54,41,0,14,42,No,No,External,6,-1,4,1995,All Perils
Oct,2,Sunday,Honda,Rural,Thursday,Oct,2,Male,Married,54,Third Party,Sedan,20118,0,16,400,1,45,53,0,15,47,Yes,No,External,10,-1,1,1995,All Perils
Sep,3,Monday,Pontiac,Urban,Wednesday,Sep,4,Male,Married,63,Third Party,Sedan,38843,0,12,400,3,49,52,3,14,54,No,No,External,7,-1,1,1995,All Perils
Sep,1,Tuesday,Pontiac,Urban,Wednesday,Sep,2,Female,Married,36,Policy Holder,Sport,20333,0,15,400,3,41,60,0,5,37,No,No,External,0,-1,1,1995,Liability
Sep,1,Tuesday,Honda,Urban,Tuesday,Sep,2,Male,Married,40,Policy Holder,Sedan,25271,0,16,400,4,43,41,0,7,40,No,No,External,1,-1,1,1995,All Perils
Jul,2,Tuesday,Mazda,Urban,Tuesday,Jul,2,Male,Single,27,Policy Holder,Sport,36274,0,15,400,3,50,41,1,6,35,No,No,External,6,-1,1,1995,Liability
Jun,4,Thursday,Honda,Urban,Thursday,Jun,5,Male,Single,27,Policy Holder,Sedan,20258,0,2,400,4,53,35,5,6,35,No,No,External,5,-1,1,1995,Collision
May,4,Tuesday,Honda,Urban,Thursday,Jun,1,Male,Married,30,Policy Holder,Sedan,35139,0,5,400,2,0,23,3,7,32,No,No,External,0,-1,1,1995,All Perils
Mar,3,Sunday,Pontiac,Urban,Monday,Mar,4,Female,Single,26,Policy Holder,Sedan,6112,0,10,500,3,45,49,3,7,35,No,No,External,4,3,1,1995,All Perils
Oct,3,Monday,Toyota,Urban,Monday,Oct,3,Male,Single,38,Policy Holder,Sedan,23244,0,6,400,4,43,34,2,7,40,No,No,External,1,-1,1,1995,Collision
Mar,2,Wednesday,Pontiac,Urban,Friday,Mar,3,Male,Married,41,Third Party,Sedan,26047,0,1,400,4,47,52,7,6,40,No,No,External,0,1,1,1995,Collision
Feb,4,Sunday,Mazda,Urban,Monday,Mar,3,Male,Married,30,Third Party,Sedan,89501,0,8,400,1,57,51,2,6,34,No,No,External,5,-1,1,1995,Collision
Sep,5,Wednesday,Pontiac,Rural,Tuesday,Oct,1,Male,Single,28,Policy Holder,Sedan,38736,1,15,400,2,48,41,2,6,34,No,No,External,0,-1,1,1995,Collision
Jun,3,Thursday,Toyota,Urban,Wednesday,Jul,2,Male,Married,41,Policy Holder,Sedan,8880,0,14,400,3,56,36,0,7,40,No,No,External,0,-1,1,1995,All Perils
Jul,3,Saturday,Honda,Urban,Monday,Jul,3,Male,Single,26,Policy Holder,Sport,30426,0,8,400,4,49,59,5,7,31,No,No,External,10,-1,1,1995,Liability
Feb,2,Saturday,Honda,Urban,Tuesday,Feb,3,Male,Married,40,Third Party,Sport,24086,0,14,400,2,34,39,7,7,40,No,No,External,7,-1,1,1995,Liability
Dec,3,Wednesday,Mazda,Urban,Friday,Apr,3,Male,Married,65,Third Party,Sedan,34786,0,5,400,1,39,40,4,9,65,No,No,External,6,-1,1,1995,All Perils
Feb,1,Wednesday,Pontiac,Urban,Wednesday,Feb,1,Female,Single,32,Third Party,Sport,30554,0,1,400,4,59,43,2,7,33,No,No,External,7,7,2,1995,Liability
Jan,5,Tuesday,Pontiac,Urban,Friday,Feb,1,Female,Married,33,Policy Holder,Sport,28955,0,12,400,1,57,49,4,6,31,No,No,External,0,-1,1,1995,Liability
May,4,Thursday,Honda,Urban,Thursday,Jun,1,Female,Single,29,Policy Holder,Sport,24988,0,12,400,4,39,45,8,5,35,No,No,External,1,-1,1,1995,Liability
Oct,4,Monday,Chevrolet,Rural,Thursday,Oct,4,Male,Married,75,Policy Holder,Sedan,71656,0,13,400,1,57,60,0,11,68,No,No,External,1,-1,1,1995,All Perils
Oct,1,Saturday,Pontiac,Urban,Wednesday,Oct,1,Male,Married,41,Third Party,Sedan,24048,0,16,400,1,55,44,0,15,38,No,No,External,0,-1,1,1995,Collision
Dec,2,Tuesday,Pontiac,Urban,Wednesday,Dec,3,Male,Married,43,Policy Holder,Utility,66559,0,16,400,2,39,59,1,7,38,No,No,External,1,-1,1,1995,All Perils
Nov,2,Thursday,Mazda,Urban,Thursday,Feb,1,Male,Married,26,Policy Holder,Sport,37611,0,16,400,4,50,50,0,7,31,No,No,External,0,-1,1,1995,Liability
Oct,4,Tuesday,Pontiac,Urban,Wednesday,Oct,4,Male,Single,29,Policy Holder,Sport,27976,0,5,400,4,54,58,7,6,35,No,No,External,1,-1,1,1995,Liability
Apr,4,Saturday,Pontiac,Urban,Monday,Apr,4,Male,Married,42,Policy Holder,Sedan,33145,0,6,400,2,37,53,3,7,36,No,No,External,5,-1,1,1995,Collision
Jun,5,Thursday,Toyota,Urban,Monday,Jul,1,Male,Married,65,Policy Holder,Sedan,28330,0,6,400,1,48,51,1,7,63,No,No,External,4,-1,1,1995,All Perils
Sep,5,Wednesday,Toyota,Urban,Monday,Oct,3,Male,Married,43,Policy Holder,Sedan,93509,1,1,400,3,57,35,9,6,38,No,No,External,6,-1,1,1995,Collision
Apr,5,Thursday,Pontiac,Urban,Tuesday,May,1,Male,Single,31,Policy Holder,Sedan,23531,0,3,400,3,48,49,0,7,32,No,No,External,1,-1,1,1995,Collision
Apr,5,Saturday,Toyota,Urban,Friday,May,1,Male,Married,32,Policy Holder,Sport,38676,0,3,400,1,36,37,3,7,33,No,No,External,2,-1,1,1995,Liability
Oct,2,Monday,Toyota,Urban,Monday,Oct,2,Male,Single,28,Policy Holder,Sport,24212,0,14,400,4,38,43,7,6,32,No,No,External,1,-1,1,1995,Liability
Oct,3,Tuesday,Accura,Urban,Thursday,Oct,3,Male,Married,53,Policy Holder,Sport,63272,0,10,400,3,33,58,9,15,46,No,No,External,0,-1,1,1995,Liability
Nov,2,Monday,Honda,Urban,Monday,Nov,2,Male,Married,37,Policy Holder,Sport,26037,0,9,400,3,41,41,8,7,36,No,No,External,0,-1,1,1995,Liability
Feb,1,Saturday,Toyota,Rural,Monday,Feb,1,Male,Married,31,Third Party,Sport,25625,0,1,400,1,49,43,4,5,34,No,No,External,0,-1,1,1995,Liability
Jan,1,Monday,Chevrolet,Urban,Wednesday,Feb,1,Male,Single,32,Third Party,Sedan,23053,0,11,400,2,34,59,1,6,35,No,No,External,0,-1,1,1995,Collision
Aug,2,Tuesday,Pontiac,Urban,Tuesday,Aug,2,Male,Single,42,Third Party,Sport,33183,0,13,400,4,41,46,2,7,40,No,No,External,3,-1,1,1995,Liability
Jul,3,Tuesday,Honda,Urban,Wednesday,Jul,4,Female,Single,31,Policy Holder,Sedan,27033,0,16,400,4,31,41,0,6,32,No,No,External,0,-1,1,1995,Collision
Sep,1,Wednesday,Ford,Rural,Thursday,Sep,2,Male,Married,77,Third Party,Sedan,22120,0,15,400,4,49,42,0,7,76,No,No,External,0,-1,1,1995,All Perils
Sep,3,Saturday,Mazda,Urban,Wednesday,Oct,2,Male,Married,35,Policy Holder,Sedan,25430,0,1,400,2,52,33,3,7,33,Yes,No,External,9,7,2,1995,Collision
Oct,5,Monday,Honda,Urban,Monday,Nov,1,Male,Married,29,Policy Holder,Sedan,20222,0,12,400,4,37,59,0,7,35,No,No,External,0,-1,1,1995,Collision
Oct,2,Sunday,Accura,Urban,Monday,Oct,3,Male,Married,29,Policy Holder,Sedan,38855,0,1,400,3,34,40,1,7,34,No,No,Internal,2,-1,1,1995,Collision
Jun,1,Monday,Honda,Urban,Wednesday,Jun,3,Male,Single,52,Policy Holder,Sedan,69118,0,10,400,3,58,48,3,7,41,No,No,External,4,-1,4,1995,All Perils
Jun,1,Monday,Pontiac,Rural,Wednesday,Jun,2,Male,Single,38,Policy Holder,Sedan,30876,0,9,400,1,47,35,5,7,37,No,No,External,6,-1,1,1995,Collision
Nov,5,Tuesday,Toyota,Urban,Tuesday,Nov,5,Male,Single,33,Third Party,Sedan,17683,0,1,400,1,35,39,1,6,31,No,No,External,2,-1,1,1995,Collision
Sep,5,Friday,Chevrolet,Rural,Monday,Oct,1,Male,Married,57,Policy Holder,Sedan,97767,1,16,400,2,32,44,3,7,64,No,No,External,4,-1,1,1995,Collision
Sep,2,Saturday,Pontiac,Urban,Wednesday,Sep,3,Male,Married,28,Policy Holder,Sedan,25719,0,5,400,1,38,38,3,7,31,No,No,External,8,-1,1,1995,Collision
Sep,2,Friday,Toyota,Urban,Monday,Sep,2,Female,Single,41,Policy Holder,Sport,80645,0,6,400,4,50,57,2,7,37,No,No,External,8,-1,1,1995,Liability
Jul,4,Wednesday,Honda,Urban,Monday,Aug,2,Male,Married,36,Policy Holder,Sedan,30902,0,5,400,2,55,43,1,5,40,No,No,External,4,-1,1,1995,All Perils
Mar,3,Monday,Toyota,Urban,Wednesday,Mar,4,Male,Single,33,Third Party,Sport,24391,0,1,400,4,44,41,1,7,31,No,No,External,10,-1,1,1995,Liability
Jun,5,Thursday,Mazda,Urban,Monday,Jul,1,Female,Married,28,Policy Holder,Sport,28277,0,15,400,3,57,34,10,6,35,No,No,External,0,-1,1,1995,Liability
